Track_ID,Main_Field,Sub_Track,Difficulty_Level,Avg_Salary_USD,Required_Skills,Programming_Languages,Learning_Time_Months,Job_Demand_Score,Certification_Recommended,Tools_Used,Industry_Using_It,Remote_Friendly,Growth_Rate_Percentage,Country_Demand,Gender,Age
136,Blockchain,Smart Contracts,Intermediate," $162,402.00 ","PyTorch, Algorithms, Problem Solving","MATLAB, Rust",7,88,Google Data Engineer,"TensorFlow, Jira, Postman",Education,Yes,7.94,Canada,Male,38
137,Game Development,Unity Developer,Intermediate," $169,473.00 ","Cybersecurity, TensorFlow, Data Structures","MATLAB, Kotlin",11,75,AWS Solutions Architect,"Kubernetes, MySQL, Unity",Retail,No,10.7,Egypt,Male,27
138,Cloud Computing,Cloud Support,Intermediate," $96,570.00 ","PyTorch, Networks, TensorFlow","Swift, C#",6,52,Kubernetes CKA,"Kubernetes, Unity, MongoDB",Finance,No,9.66,India,Male,36
139,Web Development,Full Stack,Beginner," $140,497.00 ","Systems Design, Problem Solving, Cloud","MATLAB, C#",33,68,AWS Solutions Architect,"PyTorch, Postman, MongoDB",Education,No,5.46,USA,Male,42
140,Artificial Intelligence,Robotics AI,Advanced," $63,833.00 ","Systems Design, APIs, Algorithms","C#, Java",26,78,Azure Administrator,"Jira, PyTorch, Kubernetes",Retail,Yes,10.34,Australia,Male,21
141,Machine Learning,Reinforcement Learning,Beginner," $86,540.00 ","APIs, Kubernetes, PyTorch","JavaScript, C++",34,20,None,"TensorFlow, Docker, MongoDB",Manufacturing,Yes,1.64,UAE,Female,46
142,Web Development,Full Stack,Beginner," $52,763.00 ","TensorFlow, Algorithms, Linux","Kotlin, C++",18,88,Oracle DBA,"Unity, Git, Jira",Healthcare,Yes,12,USA,Male,36
143,Robotics,Autonomous Systems,Beginner," $120,642.00 ","Cloud, PyTorch, Linux","MATLAB, Swift",24,72,Kubernetes CKA,"VS Code, Git, TensorFlow",Retail,Yes,11.42,Germany,Female,60
144,Machine Learning,Deep Learning,Beginner," $161,288.00 ","Linux, Cloud, Data Structures","Kotlin, C++",2,70,AWS Solutions Architect,"Kubernetes, MongoDB, Postman",Healthcare,No,4.38,India,Female,19
145,Artificial Intelligence,AI Research,Intermediate," $97,091.00 ","Kubernetes, Docker, Problem Solving","Kotlin, MATLAB",2,51,Oracle DBA,"Git, PyTorch, TensorFlow",Finance,No,1.99,India,Female,27
146,Data Science,Data Analytics,Beginner," $178,311.00 ","Problem Solving, Docker, Data Structures","Swift, C++",27,53,CEH,"MySQL, VS Code, Docker",Tech,Yes,6.5,UK,Male,60
147,Machine Learning,Deep Learning,Beginner," $89,922.00 ","TensorFlow, Data Structures, Algorithms","Swift, Python",13,84,Kubernetes CKA,"Postman, Unity, Docker",Manufacturing,Yes,7.3,Canada,Male,42
148,Cybersecurity,Network Security,Beginner," $146,884.00 ","APIs, TensorFlow, Cloud","Java, JavaScript",31,76,Azure Administrator,"Unity, TensorFlow, Postman",Education,No,7.69,India,Male,37
149,Cybersecurity,SOC Analyst,Beginner," $59,198.00 ","PyTorch, Kubernetes, TensorFlow","Kotlin, C++",24,98,AWS Solutions Architect,"Postman, Docker, Jira",Finance,No,9.74,USA,Male,36
150,DevOps,CI/CD,Beginner," $117,709.00 ","Cloud, Docker, Kubernetes","Java, JavaScript",3,94,Google Data Engineer,"Jira, VS Code, Unity",Finance,No,3.74,Egypt,Female,40
151,Cybersecurity,Forensics,Intermediate," $121,317.00 ","Networks, Kubernetes, APIs","Java, C++",35,57,Google Data Engineer,"Git, MongoDB, Jira",Retail,No,7.88,Canada,Male,41
152,Mobile Development,iOS,Beginner," $178,013.00 ","TensorFlow, Kubernetes, Linux","Swift, Python",16,70,Google Data Engineer,"Git, Unity, VS Code",Education,Yes,10.99,Canada,Male,28
153,IT Support,IT Operations,Intermediate," $134,456.00 ","Cloud, APIs, Data Structures","Swift, C++",34,98,Kubernetes CKA,"Docker, PyTorch, Postman",Education,Yes,5.66,Australia,Male,51
154,Cybersecurity,SOC Analyst,Intermediate," $110,390.00 ","Linux, Cybersecurity, Networks","Rust, C++",18,24,CCNA,"VS Code, Kubernetes, PyTorch",Education,No,9.86,Egypt,Male,45
155,Mobile Development,Cross-platform,Beginner," $95,479.00 ","Networks, Cybersecurity, Data Structures","SQL, Kotlin",18,93,CEH,"Docker, Unity, Jira",Healthcare,Yes,9.57,Germany,Male,22
156,IT Support,Technical Support,Advanced," $95,123.00 ","APIs, Cybersecurity, Docker","Swift, Python",25,88,Azure Administrator,"Postman, TensorFlow, Jira",Education,Yes,11.79,USA,Female,22
157,IT Support,Helpdesk,Beginner," $54,388.00 ","Cybersecurity, Networks, Data Structures","Java, Python",3,96,Azure Administrator,"PyTorch, Git, Unity",Finance,Yes,3.7,UAE,Male,38
158,Blockchain,Web3 Developer,Intermediate," $85,002.00 ","APIs, TensorFlow, Cybersecurity","Java, C#",24,74,Azure Administrator,"MySQL, Unity, TensorFlow",Tech,No,7.64,UK,Female,29
159,IT Support,IT Operations,Intermediate," $177,162.00 ","PyTorch, TensorFlow, Algorithms","C++, Python",17,27,AWS Solutions Architect,"Unity, Docker, MySQL",Tech,No,3.39,UAE,Male,21
160,UI/UX,UX Researcher,Intermediate," $165,827.00 ","Kubernetes, Networks, Linux","MATLAB, Kotlin",26,86,None,"MongoDB, VS Code, Unity",Retail,Yes,10.68,Egypt,Female,59
161,Web Development,Frontend,Advanced," $109,724.00 ","Kubernetes, PyTorch, Cybersecurity","Java, Python",33,69,Kubernetes CKA,"MySQL, Jira, MongoDB",Tech,No,7.82,Canada,Male,37
162,Artificial Intelligence,AI Research,Intermediate," $97,108.00 ","Problem Solving, Cybersecurity, Networks","SQL, C++",6,61,Oracle DBA,"Docker, Kubernetes, MongoDB",Retail,No,3.36,UK,Male,55
163,Mobile Development,Cross-platform,Intermediate," $119,252.00 ","Networks, Linux, Problem Solving","Python, MATLAB",7,20,AWS Solutions Architect,"Git, Docker, MySQL",Finance,Yes,7.11,France,Female,42
164,Database Engineering,SQL Optimization,Beginner," $91,745.00 ","Systems Design, Cloud, PyTorch","JavaScript, Python",15,64,CEH,"Docker, PyTorch, Kubernetes",Healthcare,No,4.88,Egypt,Female,31
165,Networking,Network Admin,Beginner," $63,321.00 ","Networks, TensorFlow, Cybersecurity","Go, Swift",23,75,TensorFlow Developer,"TensorFlow, MongoDB, VS Code",Healthcare,Yes,10.67,UK,Female,28
166,Robotics,Robot Design,Advanced," $158,831.00 ","Cloud, Linux, Docker","Go, SQL",18,45,Google Data Engineer,"VS Code, Docker, Postman",Finance,No,10.62,Canada,Male,49
167,Embedded Systems,Microcontrollers,Advanced," $167,600.00 ","Docker, Algorithms, PyTorch","Swift, JavaScript",16,66,CEH,"Git, TensorFlow, Postman",Retail,No,5.39,UAE,Female,28
168,Web Development,Frontend,Advanced," $151,317.00 ","Kubernetes, Cloud, Cybersecurity","Kotlin, Python",15,47,Azure Administrator,"MongoDB, Postman, Git",Healthcare,No,5.37,UK,Male,35
169,Cloud Computing,AWS Architect,Intermediate," $84,247.00 ","Cybersecurity, Networks, Linux","Java, Python",3,45,Kubernetes CKA,"Docker, Kubernetes, Postman",Manufacturing,Yes,1.89,Australia,Male,44
170,Web Development,Backend,Advanced," $176,198.00 ","Data Structures, PyTorch, APIs","C++, C#",4,42,Oracle DBA,"MongoDB, Kubernetes, TensorFlow",Tech,No,6.87,India,Female,35
171,Machine Learning,ML Engineering,Intermediate," $78,638.00 ","PyTorch, Docker, Cloud","C++, JavaScript",19,57,Azure Administrator,"TensorFlow, MongoDB, PyTorch",Finance,Yes,7.09,Egypt,Female,40
172,Robotics,Control Systems,Beginner," $86,271.00 ","Networks, TensorFlow, APIs","Rust, Java",26,47,TensorFlow Developer,"Docker, MongoDB, VS Code",Retail,No,1.71,Australia,Male,28
173,DevOps,Automation,Intermediate," $90,448.00 ","Problem Solving, Docker, APIs","MATLAB, Rust",23,63,Google Data Engineer,"Git, PyTorch, MongoDB",Retail,No,3.95,Germany,Male,38
174,Blockchain,Crypto Security,Intermediate," $174,668.00 ","Docker, Linux, Problem Solving","Python, Go",21,44,Oracle DBA,"Postman, Docker, VS Code",Retail,No,8.63,Australia,Female,22
175,Robotics,Control Systems,Beginner," $122,152.00 ","Systems Design, Problem Solving, Data Structures","JavaScript, MATLAB",19,53,None,"Kubernetes, Jira, MongoDB",Finance,No,7.36,USA,Female,40
176,DevOps,Cloud DevOps,Intermediate," $121,264.00 ","Problem Solving, Linux, Systems Design","SQL, Swift",20,61,Oracle DBA,"Unity, VS Code, Git",Retail,No,4.48,India,Female,58
177,Cloud Computing,Cloud Support,Beginner," $88,447.00 ","Systems Design, Problem Solving, Networks","Python, Rust",35,78,Oracle DBA,"Git, TensorFlow, Docker",Education,Yes,5.24,USA,Male,42
178,Web Development,Backend,Beginner," $57,260.00 ","TensorFlow, Linux, PyTorch","Swift, C#",7,52,CCNA,"MySQL, PyTorch, Kubernetes",Tech,No,1.58,UK,Male,58
179,Embedded Systems,Microcontrollers,Advanced," $156,421.00 ","Problem Solving, APIs, Kubernetes","Go, Java",7,23,AWS Solutions Architect,"Postman, Jira, Git",Education,Yes,10.43,Egypt,Male,27
180,Cloud Computing,AWS Architect,Advanced," $116,125.00 ","Cybersecurity, APIs, Problem Solving","MATLAB, C++",32,43,AWS Solutions Architect,"Kubernetes, PyTorch, Unity",Manufacturing,Yes,10.92,Germany,Male,39
181,Embedded Systems,Microcontrollers,Intermediate," $44,324.00 ","Algorithms, Cloud, Docker","Python, MATLAB",25,25,CEH,"Kubernetes, Unity, VS Code",Finance,No,5.68,UK,Male,36
182,Robotics,Autonomous Systems,Advanced," $162,883.00 ","Systems Design, APIs, Problem Solving","C#, Kotlin",16,25,Google Data Engineer,"VS Code, Git, TensorFlow",Manufacturing,No,11.74,France,Male,18
183,Artificial Intelligence,AI Research,Intermediate," $152,221.00 ","APIs, Cloud, Kubernetes","Rust, C#",3,98,Kubernetes CKA,"VS Code, Unity, MongoDB",Retail,Yes,7.12,France,Female,24
184,Cybersecurity,Network Security,Advanced," $86,514.00 ","Algorithms, Cloud, Linux","C#, SQL",6,89,CEH,"Unity, MongoDB, Jira",Finance,No,11.66,France,Male,21
185,Robotics,Control Systems,Advanced," $104,323.00 ","Cybersecurity, Linux, Cloud","JavaScript, MATLAB",20,39,TensorFlow Developer,"Postman, Kubernetes, MongoDB",Finance,Yes,4.05,Australia,Male,18
186,Blockchain,Web3 Developer,Advanced," $167,534.00 ","PyTorch, Docker, Problem Solving","Kotlin, Swift",2,33,CCNA,"Kubernetes, PyTorch, TensorFlow",Education,No,4.53,India,Male,32
187,Mobile Development,Android,Intermediate," $41,828.00 ","Linux, Cybersecurity, TensorFlow","MATLAB, Go",12,96,AWS Solutions Architect,"Git, PyTorch, Unity",Finance,No,7.09,UK,Female,57
188,Robotics,Autonomous Systems,Beginner," $60,128.00 ","TensorFlow, Networks, Linux","MATLAB, Swift",7,69,CCNA,"Jira, PyTorch, MySQL",Manufacturing,Yes,6.27,Egypt,Male,29
189,Networking,Network Engineer,Advanced," $122,180.00 ","PyTorch, Algorithms, Data Structures","Kotlin, Swift",24,29,Oracle DBA,"TensorFlow, MySQL, Unity",Education,Yes,11.89,Germany,Male,39
190,Cloud Computing,Azure Engineer,Beginner," $156,748.00 ","Systems Design, PyTorch, Docker","Swift, MATLAB",3,84,TensorFlow Developer,"Postman, MySQL, Kubernetes",Finance,No,2.96,India,Female,39
191,Web Development,Frontend,Intermediate," $148,872.00 ","Data Structures, Docker, Systems Design","Kotlin, Python",18,28,Kubernetes CKA,"Git, MongoDB, MySQL",Tech,No,7.75,USA,Male,34
192,Embedded Systems,Microcontrollers,Intermediate," $119,767.00 ","TensorFlow, APIs, Problem Solving","MATLAB, Rust",31,68,CEH,"MySQL, VS Code, Postman",Manufacturing,Yes,10.43,India,Male,46
193,Embedded Systems,Firmware Engineer,Intermediate," $52,219.00 ","TensorFlow, Linux, Docker","Swift, Java",15,94,TensorFlow Developer,"Git, MongoDB, Postman",Tech,No,11.35,Egypt,Male,31
194,Game Development,Game Designer,Advanced," $124,555.00 ","Systems Design, Networks, Cloud","Python, Swift",2,59,TensorFlow Developer,"VS Code, MySQL, Jira",Tech,No,9.08,Canada,Male,37
195,Blockchain,Crypto Security,Advanced," $177,023.00 ","Docker, Networks, Problem Solving","JavaScript, Go",30,91,None,"PyTorch, TensorFlow, VS Code",Finance,No,10.19,Germany,Male,50
196,Robotics,Autonomous Systems,Advanced," $98,596.00 ","Cloud, TensorFlow, Kubernetes","SQL, Go",15,79,None,"MongoDB, Jira, Git",Education,Yes,3.22,India,Female,60
197,Cybersecurity,Forensics,Beginner," $126,740.00 ","Data Structures, Systems Design, Algorithms","Python, Rust",6,97,CCNA,"Jira, MySQL, Kubernetes",Healthcare,No,6.99,Egypt,Female,32
198,Embedded Systems,Firmware Engineer,Advanced," $60,611.00 ","Systems Design, Problem Solving, APIs","Rust, SQL",26,61,Oracle DBA,"PyTorch, Unity, MySQL",Tech,No,5.62,UK,Female,29
199,DevOps,Cloud DevOps,Beginner," $83,303.00 ","Linux, Cloud, Problem Solving","Swift, MATLAB",9,58,Kubernetes CKA,"Unity, VS Code, Docker",Manufacturing,Yes,8.99,USA,Male,57
200,Artificial Intelligence,NLP,Beginner," $79,711.00 ","Networks, Cloud, PyTorch","Kotlin, SQL",34,42,Google Data Engineer,"MySQL, Postman, MongoDB",Healthcare,Yes,6.11,India,Male,37
201,Database Engineering,Data Modeling,Intermediate," $107,728.00 ","Kubernetes, Systems Design, Networks","C++, Python",34,85,Oracle DBA,"Kubernetes, MongoDB, TensorFlow",Tech,Yes,7.21,France,Male,47
202,Blockchain,Crypto Security,Intermediate," $132,263.00 ","Cloud, Kubernetes, Linux","Python, Swift",7,25,Oracle DBA,"Git, MongoDB, MySQL",Healthcare,Yes,4.99,Germany,Female,55
203,IT Support,Technical Support,Advanced," $123,122.00 ","Kubernetes, Cybersecurity, APIs","Go, C#",9,61,None,"TensorFlow, Git, Postman",Retail,Yes,2.96,France,Male,20
204,Database Engineering,Data Modeling,Advanced," $120,910.00 ","APIs, Algorithms, Kubernetes","SQL, Rust",30,52,AWS Solutions Architect,"Docker, TensorFlow, Git",Education,No,7.1,UAE,Male,45
205,Game Development,Unreal Developer,Beginner," $171,994.00 ","Algorithms, Kubernetes, APIs","SQL, Swift",30,57,AWS Solutions Architect,"Unity, MySQL, VS Code",Retail,No,9.4,Canada,Female,43
206,Cybersecurity,Forensics,Intermediate," $84,028.00 ","Algorithms, Linux, APIs","C++, Go",28,74,Kubernetes CKA,"Docker, VS Code, Kubernetes",Finance,Yes,3,Australia,Male,47
207,Web Development,Backend,Beginner," $107,779.00 ","Algorithms, Kubernetes, APIs","Go, MATLAB",23,85,CEH,"TensorFlow, VS Code, Postman",Manufacturing,No,9.51,Egypt,Female,30
208,Blockchain,Smart Contracts,Advanced," $86,197.00 ","Systems Design, Problem Solving, TensorFlow","Kotlin, Python",14,50,Google Data Engineer,"Kubernetes, Jira, TensorFlow",Education,Yes,5.48,India,Female,30
209,DevOps,Cloud DevOps,Beginner," $168,876.00 ","Docker, Kubernetes, Cloud","JavaScript, Go",25,71,Oracle DBA,"MongoDB, Unity, PyTorch",Healthcare,Yes,5.67,Egypt,Female,19
210,DevOps,Automation,Advanced," $60,103.00 ","APIs, Data Structures, Linux","Rust, Go",6,48,Google Data Engineer,"VS Code, Jira, Kubernetes",Healthcare,Yes,3.91,Germany,Male,54
211,IT Support,Helpdesk,Advanced," $141,195.00 ","Networks, TensorFlow, PyTorch","Kotlin, C#",3,46,Azure Administrator,"VS Code, PyTorch, Docker",Healthcare,Yes,8.23,UAE,Male,55
212,Embedded Systems,Firmware Engineer,Advanced," $115,683.00 ","Docker, Problem Solving, Kubernetes","Kotlin, Go",27,62,CCNA,"Postman, Git, TensorFlow",Finance,No,7.79,UK,Male,19
213,Cloud Computing,AWS Architect,Advanced," $111,315.00 ","APIs, PyTorch, Data Structures","JavaScript, Python",12,93,Kubernetes CKA,"MySQL, Git, VS Code",Finance,No,5.1,UK,Male,53
214,Cybersecurity,Forensics,Beginner," $95,318.00 ","PyTorch, Data Structures, APIs","Java, C#",27,65,CEH,"MongoDB, Git, TensorFlow",Manufacturing,Yes,7.96,UAE,Male,43
215,Cloud Computing,AWS Architect,Advanced," $113,319.00 ","Networks, APIs, Cloud","SQL, Go",19,79,CCNA,"Kubernetes, Jira, MongoDB",Retail,No,7.73,USA,Male,28
216,Embedded Systems,Firmware Engineer,Intermediate," $77,219.00 ","APIs, Linux, Cloud","Kotlin, C++",5,24,TensorFlow Developer,"Unity, Kubernetes, MySQL",Tech,No,11.19,USA,Male,25
217,Machine Learning,ML Engineering,Advanced," $144,263.00 ","Networks, Kubernetes, TensorFlow","C++, Java",29,50,None,"Unity, Kubernetes, Postman",Healthcare,No,7.87,UK,Female,57
218,Data Science,Data Analytics,Intermediate," $174,869.00 ","APIs, Algorithms, Kubernetes","Java, C++",12,42,TensorFlow Developer,"Kubernetes, Postman, MongoDB",Retail,Yes,2.79,USA,Male,60
219,UI/UX,UI Designer,Advanced," $62,116.00 ","Kubernetes, Cloud, Docker","MATLAB, Java",22,55,None,"Postman, MongoDB, TensorFlow",Manufacturing,Yes,2.81,Germany,Female,39
220,Artificial Intelligence,Computer Vision,Advanced," $59,256.00 ","APIs, Algorithms, Cloud","C#, JavaScript",2,82,Azure Administrator,"Postman, Kubernetes, MySQL",Finance,Yes,4.77,Germany,Male,37
221,Blockchain,Web3 Developer,Beginner," $159,719.00 ","Cybersecurity, Systems Design, Algorithms","C++, SQL",16,40,AWS Solutions Architect,"Docker, TensorFlow, VS Code",Finance,Yes,5.48,Egypt,Male,25
222,Database Engineering,SQL Optimization,Advanced," $97,545.00 ","Docker, TensorFlow, PyTorch","Java, SQL",27,60,CEH,"Jira, Docker, MySQL",Healthcare,No,2.7,USA,Male,46
223,DevOps,CI/CD,Advanced," $103,731.00 ","Systems Design, Linux, Docker","C#, MATLAB",26,94,None,"Docker, MySQL, MongoDB",Finance,Yes,11.19,France,Female,57
224,Web Development,Backend,Beginner," $48,070.00 ","Docker, Problem Solving, Algorithms","JavaScript, Rust",19,53,CEH,"Kubernetes, Docker, VS Code",Manufacturing,No,11.14,UAE,Female,43
225,IT Support,Technical Support,Advanced," $177,855.00 ","Cybersecurity, Kubernetes, Problem Solving","Swift, Kotlin",25,44,Kubernetes CKA,"MySQL, VS Code, Jira",Tech,Yes,6.73,Germany,Female,47
226,Blockchain,Web3 Developer,Beginner," $59,956.00 ","Cloud, Networks, Kubernetes","Go, Kotlin",25,52,CEH,"MySQL, Postman, MongoDB",Retail,No,5.31,Canada,Female,34
227,Database Engineering,SQL Optimization,Advanced," $134,270.00 ","PyTorch, Linux, Docker","Rust, C#",23,45,Google Data Engineer,"Git, Postman, MongoDB",Education,No,1.64,France,Male,37
228,Machine Learning,ML Engineering,Intermediate," $143,892.00 ","Data Structures, Docker, Cybersecurity","C++, C#",8,68,None,"VS Code, Jira, Docker",Education,No,7.35,Canada,Female,33
229,Machine Learning,ML Engineering,Intermediate," $136,731.00 ","Problem Solving, Cloud, Linux","SQL, Python",8,20,Google Data Engineer,"TensorFlow, Jira, MySQL",Manufacturing,No,4.75,France,Male,60
230,Blockchain,Crypto Security,Advanced," $132,374.00 ","Data Structures, Systems Design, Linux","Python, JavaScript",20,81,Azure Administrator,"TensorFlow, PyTorch, Kubernetes",Manufacturing,No,3.65,UK,Male,24
231,Networking,Network Admin,Intermediate," $99,676.00 ","Algorithms, Linux, Problem Solving","Rust, Kotlin",30,49,AWS Solutions Architect,"PyTorch, Git, Jira",Retail,No,10.28,India,Female,33
232,Machine Learning,Deep Learning,Beginner," $104,077.00 ","Algorithms, PyTorch, Systems Design","SQL, JavaScript",3,57,AWS Solutions Architect,"Git, MongoDB, Unity",Finance,Yes,9.54,Germany,Female,44
233,Mobile Development,iOS,Intermediate," $105,155.00 ","Systems Design, Docker, APIs","Go, JavaScript",2,27,CCNA,"VS Code, Unity, TensorFlow",Manufacturing,Yes,10.55,Australia,Female,40
234,Artificial Intelligence,AI Research,Beginner," $80,806.00 ","APIs, PyTorch, Kubernetes","JavaScript, Java",4,51,None,"Git, TensorFlow, MongoDB",Finance,No,4.36,UK,Female,41
235,Cloud Computing,Azure Engineer,Advanced," $171,026.00 ","Problem Solving, Networks, Algorithms","Python, Go",35,74,Azure Administrator,"MongoDB, VS Code, MySQL",Retail,No,3.14,UAE,Female,26
236,DevOps,CI/CD,Beginner," $168,177.00 ","PyTorch, Cybersecurity, Algorithms","Rust, SQL",8,27,CCNA,"Jira, VS Code, MySQL",Retail,Yes,1.78,Canada,Female,52
237,Cloud Computing,GCP Engineer,Advanced," $70,678.00 ","Data Structures, Networks, APIs","Go, C++",9,73,Oracle DBA,"Git, Postman, Docker",Retail,Yes,5.06,Canada,Female,37
238,Networking,Network Admin,Intermediate," $112,258.00 ","Cloud, TensorFlow, Networks","Go, C#",34,27,TensorFlow Developer,"Jira, Kubernetes, Postman",Retail,Yes,2.54,Canada,Female,54
239,Game Development,Game Designer,Intermediate," $74,911.00 ","Systems Design, Kubernetes, Linux","Rust, Java",25,97,TensorFlow Developer,"VS Code, Postman, Git",Manufacturing,No,7.83,Egypt,Male,59
240,Artificial Intelligence,Computer Vision,Intermediate," $153,453.00 ","Systems Design, APIs, Linux","SQL, C++",17,87,Azure Administrator,"VS Code, MongoDB, Unity",Finance,No,11.42,USA,Female,34
241,Networking,Network Engineer,Intermediate," $167,157.00 ","Linux, Data Structures, Docker","MATLAB, Kotlin",22,33,None,"Jira, MongoDB, Docker",Retail,No,4.58,Australia,Female,48
